# CSV-File created with merge-csv.com
# -----------------------------------------------------------

News_Headline,News Url,Image Url,image_name,Class
കൊറോണ വൈറസ് ബാധ։ രാജ്യത്തെ രക്ഷയ്ക്ക് ചൈനീസ് പ്രസിഡന്റ് മോസ്ക്കില്‍ എത്തി പ്രാര്‍ത്ഥന നടത്തി,https://malayalam.samayam.com/latest-news/fact-check/chinese-president-or-pm-did-not-visit-any-mosque-to-pray-post-coronavirus-outbreak/articleshow/74006172.cms,https://static.langimg.com/thumb/74006184/samayam-malayalam-74006184.jpg?width=680&resizemode=3,image882.png,0
"മോഢിയുടെ ഭരണകാലത്ത് ...
നേട്ടം കിട്ടിയവർ. …",https://www.facebook.com/photo.php?fbid=1847634838601644&set=pb.100000654369095.-2207520000.&type=3,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/31091859_1847634841934977_2159405751364222976_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=730e14&_nc_ohc=Idebwk_LM5cAX_cqpUc&_nc_oc=AQncY6pGI5LTIvaNY7w2u-30p62gGArzuvI9UDM24Kc3a19QWj68fwQ587oRjZGQbKE&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfCzMDI-DqGJTLinS5hyz6hfHCZCrgMrIf943QclnCHqKA&oe=650A014C,image1181.png,0
"രാഹുൽഗാന്ധിക്ക് ആശ്വാസം,മോദി പരാമര്‍ശ കേസില്‍ നേരിട്ട് ഹാജരാകേണ്ടെന്ന് ജാർഖണ്ഡ് ഹൈക്കോടതി",https://www.asianetnews.com/kerala-news/relief-for-rahul-gandhi-no-appearance-in-person-at-modi-case-in-jharkhand-rzkqzz,https://static-ai.asianetnews.com/images/01h7j2b6y4b17k9jwhz3xdj4mx/rahul-gandhi--5-_254x142xt.jpg,image1614.png,1
കരുണയുള്ള പ്രിജുവിന് കാരുണ്യ പ്ലസ് 80 ലക്ഷം !,https://www.manoramaonline.com/news/kerala/2023/08/18/karunya-plus-80-lakhs-to-praju-paul.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/kerala/images/2023/8/18/praju-lottery-winner.jpg.image.396.206.jpg,image525.png,1
ബിജെപി എംഎൽഎ സിദ്ധരാമയ്യയെ കണ്ടു; ‘ഓപ്പറേഷൻ ഹസ്ത’യുമായി കർണാടക കോൺഗ്രസ്,https://www.manoramaonline.com/news/latest-news/2023/08/21/ex-minister-s-t-somashekar-meets-siddaramaiah-amid-buzz-over-defected-leaders-return.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/5/11/Siddaramaiah-rahul-sivakumar.jpg.image.396.206.jpg,image1507.png,1
തമിഴ്നാട്ടിൽ ഇതര സംസ്ഥാന തൊഴിലാളികൾ അക്രമിക്കപ്പെട്ടെന്ന വ്യാജപ്രചരണം; ബിഹാറിലെ യൂട്യൂബർ അറസ്റ്റിൽ,https://malayalam.news18.com/news/india/bihar-youtuber-arrested-on-fake-videos-of-migrant-workers-attacked-in-tamilnadu-nj-594198.html,"https://images.news18.com/malayalam/uploads/2023/04/New-Project-7-3-16807789493x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image339.png,1
മോഹന്‍ലാൽ കോവിഡ് ബാധിച്ച് മരിച്ചെന്ന വ്യാജവാര്‍ത്ത: യുവാവ് അറസ്റ്റിൽ,https://malayalam.news18.com/news/coronavirus-latest-news/man-arrested-in-kasargod-for-spreading-fake-news-related-with-covid-19-as-225885.html,"https://images.news18.com/malayalam/uploads/2020/04/New-Project-19.jpg?im=Resize,width=540,aspect=fit,type=normal",image385.png,1
"വാട്ട്സ്ആപ്പിൽ ഒരു സന്ദേശം വൈറൽ ആയിക്കൊണ്ടിരിക്കുകയാണ്. ഒരു ഉപയോക്താവ് അത്തരം ഒരു സന്ദേശം, വസ്തുതാപരിശോധനക്കായി ഞങ്ങളുടെ വാട്ട്സ്ആപ്പിലേക്കും അയച്ചു. ആ സന്ദേശം ഇങ്ങിനെയാണ്, 'ഞങ്ങളുടെ 68മത് വാർഷികവേളയിൽ, ഏറ്റവും പുതിയ ഒരു 2021 ടൊയോട്ട 4റണ്ണർ, ശനിയാഴ്ച വൈകുന്നേരം 4 മണിക്കുള്ളിൽ (Done) എന്ന് ടൈപ്പ് ചെയ്യുന്നവരിൽ ആർക്കെങ്കിലും ഒരാൾക്ക് നൽകാൻ ഞങ്ങൾ തീരുമാനിച്ചിരിക്കുന്നു",https://www.vishvasnews.com/malayalam/viral/fact-check-this-message-going-viral-after-the-name-of-toyota-is-fake/,https://www.vishvasnews.com/wp-content/uploads/2022/06/Fake_News_4-1.jpg,image162.png,0
കുഞ്ഞിനെ കുറ്റിക്കാട്ടിലേക്ക് വലിച്ചെറിഞ്ഞു; 38കാരിയെ കൂട്ടബലാത്സംഗം ചെയ്ത് കൊലപ്പെടുത്തി,https://www.manoramanews.com/news/india/2023/08/19/bengaluru-woman-gangraped-and-murdered-three-arrested.html,https://img.manoramanews.com/content/dam/mm/mnews/news/india/images/2023/8/19/rapewb19.jpg.image.260.136.jpg,image1314.png,1
സംവിധായകൻ കെ. ജി ജോർജ് മറവി രോഗം ബാധിച്ച് വൃദ്ധ സദനത്തിലെന്ന് ചിത്രം; സത്യാവസ്ഥ പറഞ്ഞ് ജോൺപോൾ,https://malayalam.news18.com/news/film/john-paul-says-about-fake-news-on-k-g-george-gg-162397.html,"https://images.news18.com/malayalam/uploads/2019/10/New-Project-52.jpg?im=Resize,width=540,aspect=fit,type=normal",image398.png,1
സിന്ധു നദി കടന്ന് അതിർത്തിയിലേക്കെത്തി ടി 90 ടാങ്കുകൾ; 16000 അടി ഉയരത്തിലെ യുദ്ധശേഷി പരീക്ഷണം,https://www.manoramaonline.com/technology/defence/2023/07/12/indian-army-rolls-out-tanks-crosses-indus-river-near-border-with-china-in-ladakh-watch.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/technology/gadgets/images/2023/7/12/tank-t72.jpg.image.396.206.jpg,image473.png,1
'ആരെയും സ്‌നേഹിച്ചതിന്റെ പേരിൽ പശ്ചാത്തപിക്കരുത്'; അഭയ,https://malayalam.indiatoday.in/lifestyle/story/abhaya-hiranmayi-instagram-post-went-viral-on-social-media-630833-2023-08-13,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/abhaya_7-sixteen_nine.jpg?size=176:98,image1245.png,1
"""ഒരു മുസ്ലീം കുടുംബത്തിൽ ജനിച്ച കുറ്റത്തിന് പോലീസ് അറസ്‌റ്റ് ചെയ്‌തു"" - ",https://malayalam.samayam.com/latest-news/fact-check/asaduddin-owaisi-shared-on-facebook-and-fake-image-of-a-muslim-kid/articleshow/76943790.cms,https://malayalam.samayam.com/thumb/76943839/76943839.jpg?imgsize=120235&width=700&height=525&resizemode=75,image725.png,0
ന്യൂനപക്ഷകാര്യ മന്ത്രാലയം അവസാനിപ്പിക്കാന്‍ പോകുന്നു എന്ന വാര്‍ത്ത വ്യാജമെന്ന് കേന്ദ്ര സര്‍ക്കാര്‍,https://www.asianetnews.com/fact-check/central-govt-said-govt-likely-to-scrap-minority-affairs-ministry-news-is-fake-rj65fe,https://static-ai.asianetnews.com/images/01geeg1ggx38x7kgdar6hzzq7z/modi-govt-mma_573x321xt.jpg,image55.png,0
ഓഗസ്റ്റ് 18ന് ബംഗാൾ ഉൾക്കടലിൽ ന്യൂനമർദം രൂപപ്പെട്ടേക്കും; സംസ്ഥാനത്ത് ഒറ്റപ്പെട്ട മഴയ്ക്ക് സാധ്യത...,https://www.manoramaonline.com/news/latest-news/2023/08/16/low-pressure-likely-to-form-over-north-bay-of-bengal-kerala-expects-moderate-rain.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/environment/images/2023/3/kerala-rain-4.jpg.image.845.440.jpg,image31.png,1
ട്വിറ്ററിൽ പ്രധാനമന്ത്രി മോദിയെ വൈറ്റ് ഹൌസ് നിലവിൽ ഫോളോ ചെയ്യുന്നില്ല …,https://www.malayalam.factcrescendo.com/white-house-does-not-follow-indian-pm-at-present/,https://www.malayalam.factcrescendo.com/wp-content/uploads/2022/10/image-37.png,image925.png,0
ഗർഭഛിദ്രം സംബന്ധിച്ച ഉത്തരവ് വൈകി; ഗുജറാത്ത് ഹൈക്കോടതിക്ക് സുപ്രീം കോടതി വിമർശനം,https://www.manoramaonline.com/news/india/2023/08/20/abortion-order-delayed-supreme-court-criticizes-gujarat-high-court.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/7/10/supreme-court.jpg.image.396.206.jpg,image1465.png,1
"കര്‍ഷകര്‍ക്ക് തങ്ങളുടെ ഉപജീവനത്തിന് വെല്ലുവിളി ഉയര്‍ത്തുന്ന പുതിയ കാര്‍ഷിക നിയമ ഭേദഗതിയിൽ ഇന്ത്യയുടെ നീക്കങ്ങള്‍കണ്ട് ഞങ്ങള്‍ ഞെട്ടി. ജല പീരങ്കികളും കണ്ണീർ വാതകവും ഉപയോഗിക്കുന്നതിന് പകരം ഇന്ത്യൻ സർക്കാർ കര്‍ഷകരുമായി ചര്‍ച്ച നടത്തുകയാണ് വേണ്ടത്"" എന്നാണ് കമലയുടെത് എന്ന് പറയുന്ന ട്വീറ്റിൽ കുറിക്കുന്നത്.",https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-kamala-harriss-tweet-on-attacked-indian-government-on-farmers-stir/articleshow/79564643.cms,https://malayalam.samayam.com/thumb/79564653/fact-check-79564653.jpg?imgsize=110005&width=700&height=525&resizemode=75,image621.png,0
തളി ക്ഷേത്രപൈതൃക പദ്ധതി: നിർമ്മാണം താത്ക്കാലികമായി തടഞ്ഞ് ഹൈക്കോടതി; പദ്ധതിയുടെ എല്ലാ ഫയലുകളും ഹാജരാക്കണം,https://www.asianetnews.com/kerala-news/thali-temple-heritage-project-high-court-stay-construction-works-sts-ryxh18,https://static-ai.asianetnews.com/images/01fqempbhm3w53zx051zh7v73s/ghg_254x142xt.jpg,image1816.png,1
"എഐസിസി ചർച്ചയിൽ സുധാകരന്‍റെ ഉറപ്പ്,  സമയം ചോദിച്ചത് ഒക്ടോബർ 31 വരെ; നി‍ർദ്ദേശവുമായി രാഹുലും",https://www.asianetnews.com/kerala-news/kerala-election-plan-congress-aicc-meeting-k-sudhakaran-rahul-gandhi-latest-news-asd-rytq54,https://static-ai.asianetnews.com/images/01h6y3vxp3q0v6jcq6bfg918tb/sudhakaran-rahul_254x142xt.jpg,image1843.png,1
ദേ കിടക്കണ് ... കഷ്ടം …,https://www.facebook.com/photo/?fbid=2089534687744990&set=pb.100000654369095.-2207520000.,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/44364590_2089534691078323_6423432725734096896_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=730e14&_nc_ohc=TaVX3YQSqlYAX906_tH&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfBgXqXBoytuj_JZ7OtYEynkEEK3nOuiNkYwzGPRCo1rfw&oe=6509EB1C,image1142.png,0
പാകിസ്ഥാൻ കാവൽ സർക്കാരിന്റെ ഭാഗമായി യാസിൻ മാലിക്കിന്റെ ഭാര്യ,https://malayalam.indiatoday.in/international/story/wife-of-kashmiri-separatist-leader-yasin-malik-as-part-of-pakistans-caretaker-government-636151-2023-08-18,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/pak_4-sixteen_nine.jpg?size=176:98,image1222.png,1
ജിഎസ്ടി: തർക്കമുള്ളവർ കോടതിയിൽ പോകണമെന്ന് എ.കെ.ബാലൻ,https://www.manoramaonline.com/news/kerala/2023/08/20/ak-balan-against-mathew-kuzhalnadan.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/7/14/ak-balan.jpg.image.396.206.jpg,image1441.png,1
 മൂന്നിലൊന്ന് ഭൂരിപക്ഷവുമായി ഗുജറാത്തിൽ കോണ്‍ഗ്രസ് അധികാരത്തിലെത്തും; ഹര്‍ദിക് പട്ടേൽ,https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-hardik-patel-tweet-on-congress-will-form-next-government-in-gujarat/articleshow/76966911.cms,https://malayalam.samayam.com/thumb/76966972/76966972.jpg?imgsize=89237&width=700&height=525&resizemode=75,image724.png,0
ഉപതിരഞ്ഞെടുപ്പിൽ ആർക്കൊപ്പമാകും; മീനടം പഞ്ചായത്ത്,https://www.manoramanews.com/news/kerala/2023/08/21/byelection-puthuppally-menidam-panchayath.html,https://img.manoramanews.com/content/dam/mm/mnews/news/kerala/images/2023/8/21/meenidam.jpg.image.260.136.jpg,image1342.png,1
രൂപയ്ക്ക് റെക്കോർഡ് തകർച്ച; ഡോളറൊന്നിന് 83.08 രൂപ...,https://www.manoramaonline.com/news/business/2023/08/15/rupee-falls-to-record-low.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/business/images/2023/8/15/Rupee.jpg.image.845.440.jpg,image51.png,1
സ്വാമി വിവേകാനന്ദൻ ഷിക്കാഗോയിൽ നടത്തിയ പ്രസംഗത്തിന്‍റെ യഥാര്‍ത്ഥ വീഡിയോ,https://malayalam.samayam.com/latest-news/fact-check/fake-alert-movie-clip-is-shared-as-saying-the-original-video-of-swami-vivekanandas-chicago-speech-1893/articleshow/71466098.cms,https://malayalam.samayam.com/thumb/71466099/71443822-1-71466099.jpg?imgsize=8186&width=700&height=525&resizemode=75,image857.png,0
ഗുസ്തി താരങ്ങള്‍ പൊലീസ് കസ്റ്റഡിയില്‍ ചിരിച്ച് സെല്‍ഫിയെടുക്കുന്നു,https://www.twentyfournews.com/2023/05/29/it-cell-spreading-false-picture-bajrang-punia-shares-morphed-pic.html,https://www.twentyfournews.com/wp-content/uploads/2023/05/it-cell-spreading-false-picture-bajrang-punia-shares-morphed-pic-of-wrestlers-being-spread.jpg,image196.png,0
ഓട പണിയാൻ പണമില്ലാത്ത സർക്കാർ വികസന ചർച്ചയ്ക്ക് വിളിക്കുന്നു: പരിഹസിച്ച് വിഡി സതീശൻ,https://www.asianetnews.com/kerala-news/vd-satheesan-blames-kerala-govt-for-financial-mismanagement-and-corruption-kgn-rzmn6n,https://static-ai.asianetnews.com/images/01h86aq7zdwmfbc08zyhggqexq/vd-satheesan_254x142xt.jpg,image1578.png,1
ഈ ചിത്രം മധ്യപ്രദേശില്‍ 1998ല്‍ നടന്ന വെടിവെപ്പിന്‍റെതല്ല; സത്യാവസ്ഥ ഇങ്ങനെ…,https://www.malayalam.factcrescendo.com/image-of-mudigonda-firing-shared-as-22-year-old-multai-firing-in-mp/,https://scontent.fmaa8-1.fna.fbcdn.net/v/t1.6435-9/131103315_2761866764031177_9114880218048473684_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=730e14&_nc_ohc=TYchVedRQpQAX-yh-cC&_nc_ht=scontent.fmaa8-1.fna&oh=00_AfB6OUSTHaBBysx6BfAH92OVK1Y14q1xjtajUr70niMJag&oe=650870CD,image926.png,0
മുട്ടിൽ മരംമുറി; അന്വേഷണ ഉദ്യോഗസ്ഥൻ മാറുന്നത് കുറ്റപത്രം വൈകിക്കില്ല: മന്ത്രി,https://www.manoramaonline.com/news/latest-news/2023/08/21/ak-saseendran-reaction-on-muttil-tree-felling-case.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/6/3/ak-saseendran-1.jpg.image.396.206.jpg,image1511.png,1
"'പൊതുവിദ്യാലയങ്ങളിൽ 34.05 ലക്ഷം കുട്ടികൾ'; രണ്ടു മുതൽ 10 വരെ പുതുതായി വന്നത് 42,059 കുട്ടികളെന്നും മന്ത്രി",https://www.asianetnews.com/kerala-news/sivankutty-says-total-number-of-students-in-kerala-schools-joy-rzdtrt,https://static-ai.asianetnews.com/images/01h40z2awkbgte5yfzcheb6qxf/collage-maker-28-jun-2023-05-48-pm-1691_254x142xt.jpg,image1683.png,1
പത്താംക്ലാസുകാരിയെ പീഡിപ്പിച്ചു: പൂജാരി ബെെജു അകത്തായി,https://malayalam.indiatoday.in/crime-news/story/varkkala-temple-priest-baiju-arrested-pocso-case-more-information-636280-2023-08-18,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/poojari_baiju-sixteen_nine.jpg?size=176:98,image1263.png,1
1000 കോടി രൂപ പിരിച്ചെടുക്കാന്‍ മോട്ടാര്‍ വാഹന വകുപ്പിന് ടാർഗറ്റ് നല്‍കി,https://www.twentyfournews.com/2023/03/23/the-finance-minister-rejected-the-news-that-mvd-was-given-a-target.html,https://www.twentyfournews.com/wp-content/uploads/2023/03/The-finance-minister-dismissed-the-news-that-the-target-was-given-to-MVD-as-fake-news.jpg,image210.png,0
"സപ്ലൈകോയില്‍ സാധനങ്ങൾ ഇല്ലെന്നത് കുപ്രചരണം,നിക്ഷിപ്‌ത താത്പര്യക്കാരുടെ കൊണ്ടുപിടിച്ച ശ്രമമെന്ന് മുഖ്യമന്ത്രി",https://www.asianetnews.com/kerala-news/cm-says-no-shortgae-of-stocks-in-supplyco-rzl3x9,https://static-ai.asianetnews.com/images/01h846bd87vx1f9bfnmbwd8633/collage-maker-18-aug-2023-04-56-pm-9908_254x142xt.jpg,image1604.png,1
കുട്ടികള്‍ക്ക് വായനാകൂടാരം സമ്മാനിച്ച് ജര്‍മന്‍ ദമ്പതികള്‍,https://www.manoramanews.com/news/kerala/2023/08/19/german-couples-kasargod.html,https://img.manoramanews.com/content/dam/mm/mnews/news/kerala/images/2023/8/19/german.jpg.image.260.136.jpg,image1383.png,1
"3 ദിവസം ജാഗ്രത വേണം; ഇടിമിന്നലോട് കൂടിയ മഴ, 55 കി.മീ വരെ വേഗത്തിൽ കാറ്റ്, മത്സ്യത്തൊഴിലാളി ജാഗ്രത നിര്‍ദേശം",https://www.asianetnews.com/kerala-news/kerala-rain-alert-august-20-3-days-rain-with-thunder-and-lightning-details-btb-rzord4,https://static-ai.asianetnews.com/images/01g86jyrdmys3v18wknveweefh/kerala-rain--1-_254x142xt.jpg,image1547.png,1
ഇതാ മോദിയുടെ പുതിയ പദ്ധതി. മൊബൈൽ ഫോൺ സൗജന്യമായി സ‍ർക്കാർ തരും. മോദി സ‍ർക്കാർ സൗജന്യമായി മൊബൈൽ വിതരണം ചെയ്യും.,https://www.manoramaonline.com/fact-check/viral/2023/07/24/modi-government-to-provide-free-mobile-to-all-under-pradhan-mantri-smartphone-yojana.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/fact-check/images/2023/5/31/fraud.jpg.image.845.440.jpg,image41.png,0
ഓട്ടോമേറ്റഡ് ടെല്ലർ മെഷീൻ അഥവാ എടിഎമ്മിലെ കാൻസൽ ബട്ടൺ രണ്ട് തവണ അമർത്തിയാൽ പിൻ നമ്പർ മോഷണം പോകുന്നത് തടയാനാകു,https://malayalam.samayam.com/latest-news/fact-check/here-is-all-you-want-to-know-about-fake-messages-related-to-atm-pin-fraud/articleshow/83459772.cms,https://malayalam.samayam.com/thumb/83459644/2-83459644.jpg?imgsize=104424&width=700&height=525&resizemode=75,image584.png,0
മണിപ്പുർ: വീണ്ടും അക്രമം; കാൽ വെട്ടിയ നിലയിൽ 3 മൃതദേഹങ്ങൾ,https://www.manoramaonline.com/news/india/2023/08/19/manipur-violence-again-dead-bodies-with-legs-cut-off.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/8/18/manipur-bishnupur.jpg.image.396.206.jpg,image1472.png,1
"'ഗണപതിയും അയ്യപ്പനുമെല്ലാം മിത്ത്, പക്ഷേ കെ പദ്ധതികളും ബിരിയാണി ചെമ്പും സത്യം'; പരിഹസിച്ച് സ്വപ്ന സുരേഷ്",https://www.asianetnews.com/kerala-news/recent-allegations-against-ldf-government-and-cpim-swapna-suresh-sarcastic-post-btb-rz4ry7,https://static-ai.asianetnews.com/images/01gvn8y5bs89kfancxm230vavz/swapna-suresh_254x142xt.jpg,image1746.png,1
"മതനിന്ദയോ പ്രവാചകനിന്ദയോ ഇല്ല, എന്നിട്ടും പറഞ്ഞത് മന്ത്രി വിഴുങ്ങി, ഇടതുപക്ഷ(ച്ച) മുന്നണി തന്നെ: സുരേന്ദ്രൻ",https://www.asianetnews.com/kerala-news/surendran-facebook-post-on-minister-saji-cheriyan-saudi-arabia-remark-apn-rz0o7l,https://static-ai.asianetnews.com/images/01gyynhrmnswgrb1y82f8d3gvp/k-surendran_254x142xt.jpg,image1759.png,1
'സതീശനെപ്പോലൊരു കള്ളന് കഞ്ഞിവെച്ച പ്രതിപക്ഷ നേതാവ് കേരളത്തിൽ ഉണ്ടായിട്ടില്ല': വിമർശനവുമായി കെ സുരേന്ദ്രൻ,https://www.asianetnews.com/kerala-news/k-surendran-against-vd-satheeshan-about-g-shakthidharan-s-facebook-post-fvv-rzkyyb,https://static-ai.asianetnews.com/images/01h7292pnv4wp0b7swzaz24agj/k-surendran_254x142xt.jpg,image1607.png,1
മുസ്ലീങ്ങൾ ക്ഷേത്രത്തിലെ ശിവലിഗം തകർത്തു,https://malayalam.oneindia.com/fact-check/fake-muslims-did-not-broken-shivling-at-jharkhand-s-ranchi-temple-268532.html?ref_medium=Desktop&ref_source=OI-ML&ref_campaign=Topic-Article&story=1,https://malayalam.oneindia.com/img/2020/11/xfake-news1-1605165653-jpg-pagespeed-ic-7azjpodmop-1605291671.jpg,image144.png,0
വയറ്റിൽ കത്രിക കുടുങ്ങിയ സംഭവം; പൊലീസ് കണ്ടെത്തല്‍ അംഗീകരിക്കുമെന്ന് ആരോഗ്യമന്ത്രി,https://www.manoramaonline.com/news/latest-news/2023/08/21/health-minister-veena-george-reaction-on-scissors-found-in-womans-stomach-during-surgery.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/premium/opinion-and-analysis/images/2023/8/1/veena-george-harsheena.jpg.image.396.206.jpg,image1500.png,1
തോട്ടിലും വയലിലും മീൻപിടിച്ചാല്‍ അകത്താകുമോ?...,https://www.manoramaonline.com/fact-check/viral/2023/07/13/catching-fish-in-stream-and-field-should-be-punished.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/fact-check/viral/images/2023/7/13/factcheck-inland-fishing.jpg.image.845.440.jpg,image297.png,0
സര്‍ക്കാര്‍ ആശുപത്രികളെ കുറിച്ച് തെറ്റായ വാര്‍ത്ത കൊടുക്കുക എന്നത് ചിലരുടെ ശീലം'; വാര്‍ത്തയ്‌ക്കെതിരെ ആരോഗ്യമന്ത്രി,https://malayalam.news18.com/news/kerala/health-minister-veena-george-said-that-the-news-against-thiruvananthapuram-medical-college-hospital-is-fake-jk-573442.html,"https://images.news18.com/malayalam/uploads/2022/12/veena-george-1-16720397483x2.jpg?im=Resize,width=540,aspect=fit,type=normal",image345.png,1
ഫയലുകളിൽ തീർപ്പ് കൽപ്പിക്കാത്ത ഉദ്യോഗസ്ഥരെ കണ്ടെത്താൻ വിദ്യാഭ്യാസ വകുപ്പ്; 'കുറ്റക്കാർക്കെതിരെ കര്‍ശന നടപടി',https://www.asianetnews.com/kerala-news/avoid-keeping-files-pending-minister-sivankutty-instructs-officials-joy-rzn24e,https://static-ai.asianetnews.com/images/01h40z2awkbgte5yfzcheb6qxf/collage-maker-28-jun-2023-05-48-pm-1691_254x142xt.jpg,image1572.png,1
"പുതുപ്പള്ളിയില്‍ 'മാസപ്പടി'ആരോപണം യുഡിഎഫ് ഉയര്‍ത്തും, അഴിമതിയും സര്‍ക്കാരിന്‍റെ വീഴ്ചയും പ്രചരണ വിഷയമാക്കും'",https://www.asianetnews.com/kerala-news/udf-to-raise-cmrl-controversy-in-puthuppally-election-campaign-rzhaxg,https://static-ai.asianetnews.com/images/01h7yx25pvdt69ztjsyw1jjb3a/collage-maker-16-aug-2023-03-37-pm-3266_573x321xt.jpg,image76.png,1
 പ്രധാനമന്ത്രി ഇറ്റലിയിൽ സഞ്ചരിച്ചത് ടാക്സിയിലോ?,https://malayalam.samayam.com/latest-news/fact-check/fact-check-on-a-image-circulated-on-social-media-pm-narendra-modi-travelled-in-taxi-on-italy-tour/articleshow/87508331.cms,https://malayalam.samayam.com/thumb/87508436/pm-modi-87508436.jpg?imgsize=48378&width=700&height=525&resizemode=75,image560.png,0
ദേവികുളം തിരഞ്ഞെടുപ്പ് കേസ്: രേഖകൾ മുഴുവൻ കൈമാറിയില്ലെന്ന് പരാതി; 23ലേക്കു മാറ്റി,https://www.manoramaonline.com/news/kerala/2023/08/17/devikulam-election-case-complaint-that-all-documents-were-not-handed-over.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/3/20/a-raja-12.jpg.image.396.206.jpg,image512.png,1
ക്രിസ്റ്റ്യാനോ‌യ്‌ക്കെതിരെ കളിക്കാന്‍ നെയ്മര്‍; 1400 കോടിക്ക് അല്‍ ഹിലാലില്‍,https://www.manoramanews.com/news/sports/2023/08/14/neymar-to-al-hilal.html,https://img.manoramanews.com/content/dam/mm/mnews/news/sports/images/2023/8/14/neymar6.jpg.image.260.136.jpg,image1400.png,1
കെഎസ്ആർടിസി ജീവനക്കാർക്ക് കഴിഞ്ഞ മാസത്തെ ശമ്പളമെങ്കിലും നൽകൂ: സർക്കാരിനോട് ഹൈക്കോടതി,https://www.manoramaonline.com/news/latest-news/2023/08/21/high-court-slams-government-over-delayed-salary-of-ksrtc-employees-urgent-payment-demanded.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2023/7/7/Ksrtc-bus manorama image.jpg.image.396.206.jpg,image1492.png,1
'മാത്യു കുഴൽ നാടന്റെ കള്ളപ്പണം വെളുപ്പിക്കലും നികുതി വെട്ടിപ്പിലും അന്വേഷണം വേണം': സിപിഎം,https://www.asianetnews.com/kerala-news/cn-mohanan-against-mathew-kuzhal-nadan-enquiry-fvv-rzfjjl,https://static-ai.asianetnews.com/images/01h7wev5w02zayvncj581f4jcd/1--9-_254x142xt.jpg,image1662.png,1
പുൽവാമയിൽ കൊല്ലപ്പെട്ട സൈനികർക്ക് റീത്ത് വെയ്ക്കുന്ന ചടങ്ങിനിടെ രാഹുൽ ഗാന്ധി മൊബൈൽ ഫോൺ ഉപയോഗിക്കുകയായിരുന്നുവെന്ന് ബിജെപി,"Rahul Gandhi Pulwama Martyrs,പുൽവാമ: ചടങ്ങിനിടെ രാഹുൽ മൊബൈൽ ഉപയോഗിക്കുകയായിരുന്നോ? - did rahul gandhi use his mobile phone during the wreath laying ceremony of pulwama martyrs in delhi - Samayam Malayalam",https://malayalam.samayam.com/thumb/68033717/68026221-68033717.jpg?imgsize=16110&width=700&height=525&resizemode=75,image807.png,0
സുഹൃത്തിന്റെ മകളെ ബലാത്സംഗം ചെയ്തു; ഉദ്യോഗസ്ഥനെതിരെ കേസ്,https://malayalam.indiatoday.in/national/story/delhi-govt-official-booked-for-rape-friends-daughter-raped-for-months-case-against-women-and-child-development-department-official-for-giving-abortion-pill-to-wife-637689-2023-08-21,https://akm-img-a-in.tosshub.com/lingo/itml/images/story/202308/the_cosmopolite_8_13-sixteen_nine.jpg?size=176:98,image1207.png,1
"ഫോൺ വിളി, ഇന്റർനെറ്റ് ഗുണനിലവാര മാനദണ്ഡം വരുന്നു",https://www.manoramaonline.com/news/india/2023/08/19/phone-call-and-internet-quality-standards-are-coming.html,https://img-mm.manoramaonline.com/content/dam/mm/mo/news/just-in/images/2022/11/22/trai.jpg.image.396.206.jpg,image1477.png,1
"സ്കൂൾ കുട്ടിയുടെ മിസ്സിംഗ് കേസ്, ലോഡ്ജിൽ നിന്ന് പ്രതിയെ പൊക്കി, അന്വേഷണത്തിൽ പീഡനം തെളിഞ്ഞു;16 വർഷം കഠിനതടവ്",https://www.asianetnews.com/kerala-news/school-girl-attack-missing-girl-16-years-imprisonment-fvv-rzn50k,https://static-ai.asianetnews.com/images/01h870v25082zs5ancp9hhebxb/2--6-_254x142xt.jpg,image1570.png,1
